ReportNumber,VehicleCrashKey,DriverAtFault,DriverInjurySeverity,DriverSubstanceAbuse,DriverDistractedBy,VehicleType,VehicleMovement,VehicleGoingDir,VehicleDamageExtent,SpeedLimit,ParkedVehicle,SubstanceAbuseContributed,VehiclesCrashedTotal,VehicleKey,LocalCaseNumber,AgencyName,ACRSReportType,HitRun,LaneDirection,LaneNumber,NumberOfLanes,RoadGrade,NonTraffic,OffRoadIncident,AccidentAtFault,CollisionType,SurfaceCondition,Light,TrafficControl,Junction,IntersectionType,RoadAlignment,RoadCondition,RoadDivision,Latitude,Longitude,RoadKey_x,CrossStreetKey,NonMotoristTotal,NonMotoristInjury,NonMotoristFatal,DateHourKey,LocationAreaKey,Make,Year_x,BaseModel,BodyClass,Cylinders,Displacement,Transmission,Drivetrain,FuelType,CityMPG,HighwayMPG,RoadName_x,RouteType_x,RoadName_y,RouteType_y,RoadKey_y,Zipcode,MailCity,ShapeLength,ShapeArea,CentroidLatitude,CentroidLongitude,Temperature,Humidity,Precipitation,Rain,Snow,WindSpeed,WindDirection,WeatherKey,Datetime,Hour,TimeOfDay,DayNumber,WeekDayNumber,WeekDayName,WeekendFlag,MonthNumber,MonthName,Year_y,HolidayFlag,HolidayName
MCP3362002F,118EE0CFC2474DE5B8419E9EDC3764FE,True,NO APPARENT INJURY,NONE,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,TRUCK,MOVING CONSTANT SPEED,West,DISABLING,35,False,False,3,213975767330911,230071873,Montgomery County Police,Property Damage ,False,West,3,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,ICE,DAWN,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02698731,-77.02024175,5963249679537482,5352152355981673,0,0,0,2023121206,7700923739021308,Mack,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,UNIVERSITY BLVD W,Maryland (State),DENNIS AVE,County,5352152355981673,20901,SILVER SPRING,65628.3210741,155364678.639,39.021308415483304,-77.00923776704389,-2.1455,82.67559,0.0,0.0,0.0,8.350138,277.4313,231212067009290213,2023-12-12 06:00:00,6,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP3091004F,2C10E9C4ABD14353B8EA8EF430DCA2D4,False,POSSIBLE INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,SLOWING OR STOPPING,North,DISABLING,40,False,False,2,8243785710568087,230071209,Montgomery County Police,Injury ,False,North,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,ICE,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.12138683,-77.17581633,4972572914805173,8760747166704389,0,0,0,2023121206,7718751639140820,Toyota,2011,Camry,Midsize Cars,4.0,2.5,Automatic 6,FWD,Regular Gasoline,22,29,FREDERICK RD,Maryland (State),CROSSOVER,UNKNOWN,8760747166704389,20877,GAITHERSBURG,106318.60006,168214721.14,39.14082081737279,-77.18751672326212,-2.408,82.641075,0.0,0.0,0.0,9.3876505,274.39862,231212067187591408,2023-12-12 06:00:00,6,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP3091004F,1CFB09202C2C442D81E40495762DC19F,True,NO APPARENT INJURY,UNKNOWN,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,North,NO DAMAGE,40,False,False,2,8882634665904292,230071209,Montgomery County Police,Injury ,False,North,2,3,LEVEL,False,False,DRIVER,SAME DIR REAR END,ICE,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.12138683,-77.17581633,4972572914805173,8760747166704389,0,0,0,2023121206,7718751639140820,GMC,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,FREDERICK RD,Maryland (State),CROSSOVER,UNKNOWN,8760747166704389,20877,GAITHERSBURG,106318.60006,168214721.14,39.14082081737279,-77.18751672326212,-2.408,82.641075,0.0,0.0,0.0,9.3876505,274.39862,231212067187591408,2023-12-12 06:00:00,6,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP2730003K,A171A00C9AAB4501A62E47669D155D77,True,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,35,False,False,1,6629049427942653,230071214,Montgomery County Police,Property Damage ,False,South,1,2,LEVEL,False,False,DRIVER,SINGLE VEHICLE,ICE,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.18352167,-77.25657,3202275317843380,6995932442052456,0,0,0,2023121207,7729807639132189,Mercedes-Benz,2021,GLS-Class,Standard Sport Utility Vehicle 4WD,8.0,4.0,Automatic 9,4WD,Premium Gasoline,14,18,GERMANTOWN RD,Maryland (State),BEGIN BRIDGE,UNKNOWN,6995932442052456,20874,GERMANTOWN,213170.688025,650470416.446,39.13218979347731,-77.29807649150253,-3.2765,85.0734,0.0,0.0,0.0,8.707238,277.1249,231212077298091321,2023-12-12 07:00:00,7,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP3348001V,C7D74118C4AD4AC4BB19013437FDF9FB,False,SUSPECTED MINOR INJURY,NONE,NOT DISTRACTED,PASSENGER,ACCELERATING,South,DISABLING,25,False,False,1,2647442852301217,230071221,Montgomery County Police,Injury ,False,South,1,1,GRADE DOWNHILL,False,False,UNKNOWN,SINGLE VEHICLE,DRY,DAYLIGHT,STOP SIGN,UNKNOWN,T-INTERSECTION,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.10005333,-77.059925,7221947866452827,1666132118260957,0,0,0,2023121207,7705486039088590,BMW,2015,X4,Small Sport Utility Vehicle 4WD,4.0,2.0,Automatic 8,AWD,Premium Gasoline,19,26,AQUARIUS AVE,County,HYDRUS RD,County,1666132118260957,20906,SILVER SPRING,133207.174949,359110751.771,39.08859082555049,-77.05486091907257,-2.2675,82.348114,0.0,0.0,0.0,9.0,270.0,231212077054890885,2023-12-12 07:00:00,7,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
DD5607004R,3DA49009019E47D39DF3C58584C5E6A6,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,35,False,False,2,1288219000105598,230071220,Rockville Police Departme,Property Damage ,False,North,1,2,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DAYLIGHT,OTHER,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.0833025,-77.15284283,347000767463737,6084081610456241,0,0,0,2023121208,7718114539090864,Hyundai,2022,Venue,Midsize Cars,4.0,1.6,Automatic 1,FWD,Regular Gasoline,29,33,S WASHINGTON ST,Municipality,W JEFFERSON ST,Maryland (State),6084081610456241,20850,ROCKVILLE,162159.581549,385670140.779,39.09086407980052,-77.1811454594943,-2.0825,80.52825,0.0,0.0,0.0,7.2805495,278.53067,231212087181190908,2023-12-12 08:00:00,8,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
DD5607004R,E0D9BE73743446648BC143C685E9CD94,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,EMERGENCY,STARTING FROM LANE,West,FUNCTIONAL,35,False,False,2,5826783019741363,230071220,Rockville Police Departme,Property Damage ,False,North,1,2,LEVEL,False,False,DRIVER,STRAIGHT MOVEMENT ANGLE,DRY,DAYLIGHT,OTHER,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.0833025,-77.15284283,347000767463737,6084081610456241,0,0,0,2023121208,7718114539090864,BMW,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,S WASHINGTON ST,Municipality,W JEFFERSON ST,Maryland (State),6084081610456241,20850,ROCKVILLE,162159.581549,385670140.779,39.09086407980052,-77.1811454594943,-2.0825,80.52825,0.0,0.0,0.0,7.2805495,278.53067,231212087181190908,2023-12-12 08:00:00,8,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP3312004G,386932647BF14541A56C944ADBC71431,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,TRUCK,STOPPED IN TRAFFIC LANE,West,DISABLING,35,False,False,2,2458098163188191,230071238,Montgomery County Police,Property Damage ,False,West,1,1,LEVEL,False,False,DRIVER,HEAD ON,DRY,UNKNOWN,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.04759667,-76.98537333,5522798775586991,9606944601333049,0,0,0,2023121209,7698062539067210,Ford,2016,Fiesta,Subcompact Cars,4.0,1.6,Manual 5,FWD,Regular Gasoline,27,32,BRIARCLIFF MANOR WAY,County,ARDSLEY CT,County,9606944601333049,20904,SILVER SPRING,111353.924037,378079609.413,39.067210105337146,-76.9806252802688,-1.639,81.20162,0.0,0.0,0.0,8.049845,280.30478,231212096980690672,2023-12-12 09:00:00,9,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP3312004G,B9E39BABF5B14222B2FE7DB53D813A6A,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,35,False,False,2,4595510051903263,230071238,Montgomery County Police,Property Damage ,False,West,1,1,LEVEL,False,False,DRIVER,HEAD ON,DRY,UNKNOWN,NO CONTROLS,NON INTERSECTION,UNKNOWN,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.04759667,-76.98537333,5522798775586991,9606944601333049,0,0,0,2023121209,7698062539067210,Honda,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,BRIARCLIFF MANOR WAY,County,ARDSLEY CT,County,9606944601333049,20904,SILVER SPRING,111353.924037,378079609.413,39.067210105337146,-76.9806252802688,-1.639,81.20162,0.0,0.0,0.0,8.049845,280.30478,231212096980690672,2023-12-12 09:00:00,9,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP23510059,D536D21A68AE4ADCA179FB88DC7E00BB,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,UNKNOWN,30,False,False,2,9324840668219290,230071232,Montgomery County Police,Injury ,False,South,1,2,GRADE DOWNHILL,False,False,DRIVER,OTHER,ICE,DAYLIGHT,STOP SIGN,UNKNOWN,T-INTERSECTION,OTHER,OTHER,"TWO-WAY, NOT DIVIDED",39.10672667,-77.12094667,1794483657650329,7776595251600984,0,0,0,2023121209,7713230839137712,Acura,2003,TL,Midsize Cars,6.0,3.2,Automatic 5,FWD,Premium Gasoline,17,27,AVERY RD,County,SOUTHLAWN LA,County,7776595251600984,20855,DERWOOD,138686.259699,382152351.631,39.13771230304443,-77.13230808119457,-1.639,80.59268,0.0,0.0,0.0,7.5599995,270.0,231212097132391377,2023-12-12 09:00:00,9,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP23510059,260452C5A0EC4C4FB540DE64B1911151,True,SUSPECTED MINOR INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,South,UNKNOWN,30,False,False,2,4552950317993404,230071232,Montgomery County Police,Injury ,False,South,1,2,GRADE DOWNHILL,False,False,DRIVER,OTHER,ICE,DAYLIGHT,STOP SIGN,UNKNOWN,T-INTERSECTION,OTHER,OTHER,"TWO-WAY, NOT DIVIDED",39.10672667,-77.12094667,1794483657650329,7776595251600984,0,0,0,2023121209,7713230839137712,Honda,2023,Pilot,Standard Sport Utility Vehicle 4WD,6.0,3.5,Automatic 10,AWD,Regular Gasoline,19,25,AVERY RD,County,SOUTHLAWN LA,County,7776595251600984,20855,DERWOOD,138686.259699,382152351.631,39.13771230304443,-77.13230808119457,-1.639,80.59268,0.0,0.0,0.0,7.5599995,270.0,231212097132391377,2023-12-12 09:00:00,9,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP263900GB,5E6DF46A978F4336ABF767D213727AB3,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MAKING LEFT TURN,East,DISABLING,30,False,False,1,5801424195628320,230071249,Montgomery County Police,Property Damage ,False,North,1,1,LEVEL,False,False,DRIVER,SAME DIR REAR END,ICE,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,FOREIGN MATERIAL,"TWO-WAY, NOT DIVIDED",39.16944533,-77.24839667,6910034440025097,8098638843223965,0,0,0,2023121210,7729807639132189,Dodge,2003,Ram Van 1500,"Vans, Cargo Type",8.0,3.9,Automatic 4,RWD,Regular Gasoline,13,15,WARING STATION RD,County,LEATHERBARK DR,County,8098638843223965,20874,GERMANTOWN,213170.688025,650470416.446,39.13218979347731,-77.29807649150253,0.4235,75.37475,0.0,0.0,0.0,3.7585104,253.30067,231212107298091321,2023-12-12 10:00:00,10,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP27710030,11336788D04748C1920538EBFFBFB1C7,False,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,West,SUPERFICIAL,40,False,False,2,8012571794266419,230071259,Montgomery County Police,Property Damage ,False,West,1,1,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,UNKNOWN,UNKNOWN,UNKNOWN,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.11236366,-77.06136726,418179445979580,170090271737160,0,0,0,2023121210,7705486039088590,Toyota,2008,Highlander,Sport Utility Vehicle - 4WD,6.0,3.5,Automatic 5,AWD,Regular Gasoline,17,23,NORBECK RD,Maryland (State),BAILEYS LA,County,170090271737160,20906,SILVER SPRING,133207.174949,359110751.771,39.08859082555049,-77.05486091907257,1.0325,74.09261,0.0,0.0,0.0,5.0528407,265.91446,231212107054890885,2023-12-12 10:00:00,10,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP27710030,291A12316E2645A0A8C7F28B2FE6310F,True,NO APPARENT INJURY,UNKNOWN,NOT DISTRACTED,TRUCK,MOVING CONSTANT SPEED,West,SUPERFICIAL,40,False,False,2,9755364676930633,230071259,Montgomery County Police,Property Damage ,False,West,1,1,LEVEL,False,False,DRIVER,SAME DIR REAR END,DRY,DAYLIGHT,UNKNOWN,UNKNOWN,UNKNOWN,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.11236366,-77.06136726,418179445979580,170090271737160,0,0,0,2023121210,7705486039088590,International,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,NORBECK RD,Maryland (State),BAILEYS LA,County,170090271737160,20906,SILVER SPRING,133207.174949,359110751.771,39.08859082555049,-77.05486091907257,1.0325,74.09261,0.0,0.0,0.0,5.0528407,265.91446,231212107054890885,2023-12-12 10:00:00,10,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP3312004H,B93DEF9B658B4617AA290DB5232EB9A4,False,POSSIBLE INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,40,False,False,1,8273328793244499,230071254,Montgomery County Police,Injury ,False,West,1,1,LEVEL,False,False,UNKNOWN,SINGLE VEHICLE,UNKNOWN,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.04759667,-76.98537333,4498045280709180,2809471043599209,0,0,0,2023121210,7698062539067210,Mercury,2009,Grand Marquis,Large Cars,8.0,4.6,Automatic 4,RWD,Regular Gasoline,16,24,SPENCERVILLE RD,Maryland (State),KRUHM RD,County,2809471043599209,20904,SILVER SPRING,111353.924037,378079609.413,39.067210105337146,-76.9806252802688,0.961,75.75007,0.0,0.0,0.0,4.73506,278.74606,231212106980690672,2023-12-12 10:00:00,10,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP209400N3,50BED956492047558A30BE594146C876,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MAKING LEFT TURN,North,DISABLING,25,False,False,2,8801448047123282,230071256,Montgomery County Police,Property Damage ,False,South,3,3,LEVEL,False,False,DRIVER,HEAD ON LEFT TURN,DRY,DAYLIGHT,NO CONTROLS,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.98591167,-77.09467667,7307765282026999,9212312080722898,0,0,0,2023121211,7710072538987731,Chevrolet,2017,Equinox,Small Sport Utility Vehicle 2WD,4.0,2.4,Automatic 6,AWD,Regular Gasoline,20,28,WISCONSIN AVE,Maryland (State),COMMERCE LA,County,9212312080722898,20814,BETHESDA,46411.6876883,47837334.4314,38.98773167577017,-77.10072590539887,3.7985,60.485287,0.0,0.0,0.0,4.8965297,233.97253,231212117100789877,2023-12-12 11:00:00,11,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP209400N3,6FA76C9DBA0B4C478A7FAB47910DC867,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,25,False,False,2,3706795429459167,230071256,Montgomery County Police,Property Damage ,False,South,3,3,LEVEL,False,False,DRIVER,HEAD ON LEFT TURN,DRY,DAYLIGHT,NO CONTROLS,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.98591167,-77.09467667,7307765282026999,9212312080722898,0,0,0,2023121211,7710072538987731,Mercedes-Benz,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,WISCONSIN AVE,Maryland (State),COMMERCE LA,County,9212312080722898,20814,BETHESDA,46411.6876883,47837334.4314,38.98773167577017,-77.10072590539887,3.7985,60.485287,0.0,0.0,0.0,4.8965297,233.97253,231212117100789877,2023-12-12 11:00:00,11,AM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP30210075,13C8358151A6418392C185A019A0BCAE,True,NO APPARENT INJURY,NONE,LOOKED BUT DID NOT SEE,TRUCK,BACKING,UNKNOWN,SUPERFICIAL,0,False,False,2,8663703817635599,230071275,Montgomery County Police,Property Damage ,False,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,HEAD ON,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.05329167,-76.96215833,7781945108562677,7781945108562677,0,0,0,2023121212,7698062539067210,Chevrolet,2010,Avalanche,Sport Utility Vehicle - 2WD,8.0,5.3,Automatic 6,RWD,Regular Gasoline,12,19,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,7781945108562677,20904,SILVER SPRING,111353.924037,378079609.413,39.067210105337146,-76.9806252802688,5.161,50.88524,0.0,0.0,0.0,7.386582,223.02507,231212126980690672,2023-12-12 12:00:00,12,PM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP30210075,FCB9579886D44436B490935FEB897CE2,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,PARKED,UNKNOWN,SUPERFICIAL,0,True,False,2,6171912278262372,230071275,Montgomery County Police,Property Damage ,False,UNKNOWN,0,0,UNKNOWN,True,True,DRIVER,HEAD ON,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39.05329167,-76.96215833,7781945108562677,7781945108562677,0,0,0,2023121212,7698062539067210,Volkswagen,2017,Tiguan,Small Sport Utility Vehicle 2WD,4.0,2.0,Automatic 6,AWD,Premium Gasoline,20,23,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,7781945108562677,20904,SILVER SPRING,111353.924037,378079609.413,39.067210105337146,-76.9806252802688,5.161,50.88524,0.0,0.0,0.0,7.386582,223.02507,231212126980690672,2023-12-12 12:00:00,12,PM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP32990035,7B12503F2F504F23B61689ECDBB1024C,True,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,East,DISABLING,30,False,False,1,6812311329959322,230071290,Montgomery County Police,Injury ,False,East,3,3,LEVEL,False,False,DRIVER,SINGLE VEHICLE,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.15151833,-77.06367833,3800611912574069,8167578228000493,0,0,0,2023121214,7707322739151114,Ford,2021,EcoSport,Small Sport Utility Vehicle 2WD,3.0,1.0,Automatic 6,AWD,Regular Gasoline,23,29,OLNEY SANDY SPRING RD,Maryland (State),ENT TO SHOPPING CENTER,UNKNOWN,8167578228000493,20832,OLNEY,128344.128712,276725061.584,39.15111485432256,-77.07322756333274,6.766,46.07718,0.0,0.0,0.0,9.511088,209.4758,231212147073291511,2023-12-12 14:00:00,14,PM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP30310053,6860304685894D31814EC7EE74EFBBF7,False,POSSIBLE INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,South,DESTROYED,40,False,False,2,6312893571399229,230071305,Montgomery County Police,Injury ,False,North,1,1,HILL CREST,False,False,DRIVER,HEAD ON,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.131242,-77.02984633,1731418443824382,7715093971188160,0,0,0,2023121215,7703013939150003,Chevrolet,0,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,NORWOOD RD,Maryland (State),EXCALIBER LA,County,7715093971188160,20860,SANDY SPRING,63933.6141186,100388052.557,39.15000349117668,-77.03013952657479,7.179,45.853664,0.0,0.0,0.0,10.365251,200.32323,231212157030191500,2023-12-12 15:00:00,15,PM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP30310053,3DBAFD657DC04C2180F59E37292F00B1,True,POSSIBLE INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,North,DISABLING,40,False,False,2,169882185045181,230071305,Montgomery County Police,Injury ,False,North,1,1,HILL CREST,False,False,DRIVER,HEAD ON,UNKNOWN,DAYLIGHT,NO CONTROLS,UNKNOWN,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.131242,-77.02984633,1731418443824382,7715093971188160,0,0,0,2023121215,7703013939150003,Hyundai,2011,Sonata,Large Cars,4.0,2.4,Automatic 6,FWD,Regular Gasoline,22,34,NORWOOD RD,Maryland (State),EXCALIBER LA,County,7715093971188160,20860,SANDY SPRING,63933.6141186,100388052.557,39.15000349117668,-77.03013952657479,7.179,45.853664,0.0,0.0,0.0,10.365251,200.32323,231212157030191500,2023-12-12 15:00:00,15,PM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP31610062,5FCBFAB552E3495AA20EA73272164DA7,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,South,DISABLING,35,False,False,1,5738617089162022,230071321,Montgomery County Police,Property Damage ,False,South,3,3,LEVEL,False,False,DRIVER,SINGLE VEHICLE,DRY,DAYLIGHT,NO CONTROLS,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.03534189,-77.06847291,5963249679537482,7187319722441995,0,0,0,2023121216,7707527239025656,Lexus,2017,RX,Small Sport Utility Vehicle 2WD,6.0,3.5,Automatic 8,AWD,Regular Gasoline,19,26,UNIVERSITY BLVD W,Maryland (State),ST PAUL ST,County,7187319722441995,20895,KENSINGTON,70838.1492765,106180148.023,39.02565657266069,-77.07527294437958,7.5455,48.058163,0.0,0.0,0.0,10.739833,193.57045,231212167075290256,2023-12-12 16:00:00,16,PM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP3351001Y,1F670191CB0A489F9432FC1F5A7A450C,False,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,MOVING CONSTANT SPEED,North,SUPERFICIAL,35,False,False,2,2256237822090807,230071322,Montgomery County Police,Injury ,False,North,3,3,LEVEL,False,False,DRIVER,SAME DIRECTION RIGHT TURN,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.0107805,-77.04064767,8554262040045692,3141001782990517,0,0,0,2023121216,7703596439001907,Lexus,2007,SC,Minicompact Cars,8.0,4.3,Automatic 6,RWD,Premium Gasoline,16,23,GEORGIA AVE,Maryland (State),WHITE OAK DR,County,3141001782990517,20910,SILVER SPRING,82846.1568889,126320091.137,39.00190768010143,-77.03596497235911,7.4965,47.3356,0.0,0.0,0.0,11.177405,194.93147,231212167035990019,2023-12-12 16:00:00,16,PM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP3351001Y,7F47B6DE619C4BEE9AC4DA4A9C719C01,True,NO APPARENT INJURY,NONE,NOT DISTRACTED,PASSENGER,CHANGING LANES,North,SUPERFICIAL,35,False,False,2,7731083865396304,230071322,Montgomery County Police,Injury ,False,North,3,3,LEVEL,False,False,DRIVER,SAME DIRECTION RIGHT TURN,DRY,DAYLIGHT,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.0107805,-77.04064767,8554262040045692,3141001782990517,0,0,0,2023121216,7703596439001907,Toyota,2016,Highlander,Standard Sport Utility Vehicle 4WD,6.0,3.5,Automatic 6,AWD,Regular Gasoline,18,25,GEORGIA AVE,Maryland (State),WHITE OAK DR,County,3141001782990517,20910,SILVER SPRING,82846.1568889,126320091.137,39.00190768010143,-77.03596497235911,7.4965,47.3356,0.0,0.0,0.0,11.177405,194.93147,231212167035990019,2023-12-12 16:00:00,16,PM,346,1,Tuesday,0,12,December,2023,0,Unknown
MCP003600HK,7238CD7D0F68456B84570D7832119ADD,True,NO APPARENT INJURY,NONE,UNKNOWN,PASSENGER,MOVING CONSTANT SPEED,West,DISABLING,35,False,False,1,1032943149996826,230071327,Montgomery County Police,Property Damage ,False,West,0,2,LEVEL,False,False,DRIVER,SINGLE VEHICLE,DRY,DUSK,NO CONTROLS,NON INTERSECTION,UNKNOWN,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.2103035,-77.15826317,3274019802749844,2129354249566483,0,0,0,2023121216,7714766839231538,Toyota,2018,Corolla,Midsize Cars,4.0,1.8,Automatic CVT,FWD,Regular Gasoline,28,35,BRINK RD,County,UPPERMONT LA,County,2129354249566483,20882,GAITHERSBURG,223831.799733,1009821989.17,39.23153879824167,-77.14766885908672,6.8650002,46.626884,0.0,0.0,0.0,11.384199,198.43504,231212167147692315,2023-12-12 16:00:00,16,PM,346,1,Tuesday,0,12,December,2023,0,Unknown
